,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
85,{'$date': 1609879140000},{'$date': 1609879140000},{'$date': 1612557540000},25.0,{'$date': 1609879140000},{'$date': 1609879140000},{'$date': 1609879140000},25.0,1.00,FINISHED,{'$oid': '5ff4ce640a7214ada10005e0'},COMPLETE_NONPARTNER_RECEIPT,5ff4ce33c3d63511e2a484b6,1.0
86,{'$date': 1609879103000},{'$date': 1609879103000},{'$date': 1609804800000},300.0,{'$date': 1609879104000},{'$date': 1609879104000},{'$date': 1609879108000},300.0,29.00,FINISHED,{'$oid': '5ff4ce3f0a720f05230005c6'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff4ce3dc3d63511e2a484dc,2.0
87,{'$date': 1609879118000},{'$date': 1609879118000},{'$date': 1609792718000},500.0,{'$date': 1609879124000},{'$date': 1609879118000},{'$date': 1609879124000},500.0,1.00,FINISHED,{'$oid': '5ff4ce4e0a7214ada10005da'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff4ce33c3d63511e2a484b6,2.0
88,{'$date': 1609855932000},{'$date': 1609855932000},{'$date': 1609769532000},91.2,{'$date': 1609855933000},{'$date': 1609855933000},{'$date': 1609855933000},,18.20,FINISHED,{'$oid': '5ff473bc0a720f05230005b8'},,5ff47392c3d63511e2a47881,4.0
89,{'$date': 1609869326000},{'$date': 1609869326000},{'$date': 1609286400000},750.0,{'$date': 1609869329000},{'$date': 1609869329000},{'$date': 1609869329000},750.0,34.96,FINISHED,{'$oid': '5ff4a80e0a720f05230005c2'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5fbc35711d967d1222cbfefc,2.0
90,{'$date': 1609945562000},{'$date': 1609945562000},{'$date': 1608563162000},5.0,{'$date': 1609945563000},{'$date': 1609945563000},{'$date': 1609945563000},5.0,1.00,FINISHED,{'$oid': '5ff5d1da0a7214ada10005f8'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,1.0
91,{'$date': 1609945556000},{'$date': 1609945556000},{'$date': 1609945556000},825.0,{'$date': 1609945557000},{'$date': 1609945557000},{'$date': 1609945557000},300.0,25.00,FINISHED,{'$oid': '5ff5d1d40a7214ada10005f4'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d15aeb7c7d12096d91a2,5.0
92,{'$date': 1609945504000},{'$date': 1609945504000},{'$date': 1609859104000},50.0,{'$date': 1609945505000},{'$date': 1609945505000},{'$date': 1609945505000},45.0,1.00,FINISHED,{'$oid': '5ff5d1a00a7214ada10005ed'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
93,{'$date': 1609952440000},{'$date': 1609952440000},,,,,{'$date': 1609952440000},,,SUBMITTED,{'$oid': '5ff5ecb90a7214ada10005f9'},,5a43c08fe4b014fd6b6a0612,
94,{'$date': 1609945570000},{'$date': 1609945570000},{'$date': 1609859170000},50.0,{'$date': 1609945571000},{'$date': 1609945571000},{'$date': 1609945571000},45.0,1.00,FINISHED,{'$oid': '5ff5d1e20a720f05230005da'},COMPLETE_PARTNER_RECEIPT,5ff5d15aeb7c7d12096d91a2,1.0
95,{'$date': 1609945569000},{'$date': 1609945569000},{'$date': 1608962400000},5.0,{'$date': 1609945569000},{'$date': 1609945569000},{'$date': 1609945569000},5.0,49.95,FINISHED,{'$oid': '5ff5d1e10a720f05230005d9'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,5.0
96,{'$date': 1609945597000},{'$date': 1609945597000},{'$date': 1609859197000},55.0,{'$date': 1609945598000},{'$date': 1609945598000},{'$date': 1609945598000},5.0,89.91,FINISHED,{'$oid': '5ff5d1fd0a720f05230005de'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,9.0
97,{'$date': 1609945560000},{'$date': 1609945560000},{'$date': 1609653600000},225.0,{'$date': 1609945560000},{'$date': 1609945560000},{'$date': 1609945560000},100.0,25.00,FINISHED,{'$oid': '5ff5d1d80a7214ada10005f6'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d15aeb7c7d12096d91a2,5.0
98,{'$date': 1609945501000},{'$date': 1609945501000},{'$date': 1609859101000},50.0,{'$date': 1609945502000},{'$date': 1609945502000},{'$date': 1609945502000},45.0,1.00,FINISHED,{'$oid': '5ff5d19d0a7214ada10005ec'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
99,{'$date': 1609945586000},{'$date': 1609945586000},{'$date': 1609859186000},5.0,{'$date': 1609945587000},{'$date': 1609945587000},{'$date': 1609945587000},5.0,18.20,FINISHED,{'$oid': '5ff5d1f20a720f05230005db'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,4.0
100,{'$date': 1609945564000},{'$date': 1609945564000},{'$date': 1609859164000},5.0,{'$date': 1609945564000},{'$date': 1609945564000},{'$date': 1609945564000},5.0,1.00,FINISHED,{'$oid': '5ff5d1dc0a720f05230005d6'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,1.0
101,{'$date': 1609945565000},{'$date': 1609945565000},{'$date': 1609653600000},250.0,{'$date': 1609945566000},{'$date': 1609945566000},{'$date': 1609945566000},,49.95,FINISHED,{'$oid': '5ff5d1dd0a720f05230005d7'},,5ff5d15aeb7c7d12096d91a2,5.0
102,{'$date': 1609945507000},{'$date': 1609945507000},{'$date': 1609859107000},755.0,{'$date': 1609945508000},{'$date': 1609945508000},{'$date': 1609945508000},750.0,1.00,FINISHED,{'$oid': '5ff5d1a30a7214ada10005ef'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d1a38f142f11dd1886ba,1.0
103,{'$date': 1609945612000},{'$date': 1609945612000},{'$date': 1609859212000},305.0,{'$date': 1609945613000},{'$date': 1609945613000},{'$date': 1609945613000},5.0,4.66,FINISHED,{'$oid': '5ff5d20c0a720f05230005e3'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,4.0
104,{'$date': 1609945594000},{'$date': 1609945594000},{'$date': 1609859194000},350.6,{'$date': 1609945594000},{'$date': 1609945594000},{'$date': 1609945594000},27.0,4.66,FINISHED,{'$oid': '5ff5d1fa0a720f05230005dd'},COMPLETE_PARTNER_RECEIPT,5ff5d15aeb7c7d12096d91a2,4.0
105,{'$date': 1609945560000},{'$date': 1609945560000},{'$date': 1609480800000},125.0,{'$date': 1609945561000},{'$date': 1609945561000},{'$date': 1609945561000},,25.00,FINISHED,{'$oid': '5ff5d1d80a7214ada10005f7'},,5ff5d15aeb7c7d12096d91a2,5.0
106,{'$date': 1609945588000},{'$date': 1609945588000},{'$date': 1608595200000},305.0,{'$date': 1609945589000},{'$date': 1609945589000},{'$date': 1609945589000},5.0,10.00,FINISHED,{'$oid': '5ff5d1f40a720f05230005dc'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,10.0
107,{'$date': 1609945606000},{'$date': 1609945606000},{'$date': 1609859206000},50.0,{'$date': 1609945606000},{'$date': 1609945606000},{'$date': 1609945606000},,9.99,FINISHED,{'$oid': '5ff5d2060a720f05230005e0'},,5ff5d15aeb7c7d12096d91a2,1.0
108,{'$date': 1609963747000},{'$date': 1609963747000},{'$date': 1609891200000},793.1,{'$date': 1609963782000},{'$date': 1609963782000},{'$date': 1609963785000},750.0,52.12,FINISHED,{'$oid': '5ff618e30a7214ada10005fa'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff616a68f142f11dd189163,16.0
109,{'$date': 1609945606000},{'$date': 1609945606000},{'$date': 1609945606000},100.0,{'$date': 1609945607000},{'$date': 1609945607000},{'$date': 1609945607000},45.0,0.99,FINISHED,{'$oid': '5ff5d2060a720f05230005e1'},COMPLETE_PARTNER_RECEIPT,5ff5d15aeb7c7d12096d91a2,1.0
110,{'$date': 1609945567000},{'$date': 1609945567000},{'$date': 1609653600000},5.0,{'$date': 1609945568000},{'$date': 1609945568000},{'$date': 1609945568000},5.0,49.95,FINISHED,{'$oid': '5ff5d1df0a720f05230005d8'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,5.0
111,{'$date': 1609945497000},{'$date': 1609945497000},{'$date': 1608822297000},5.0,{'$date': 1609945498000},{'$date': 1609945498000},{'$date': 1609945498000},5.0,1.00,FINISHED,{'$oid': '5ff5d1990a7214ada10005ea'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
112,{'$date': 1609945552000},{'$date': 1609945552000},{'$date': 1609945552000},1800.0,{'$date': 1609945553000},{'$date': 1609945553000},{'$date': 1609945553000},750.0,10.00,FINISHED,{'$oid': '5ff5d1d00a7214ada10005f2'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d1d08f142f11dd18884c,1.0
113,{'$date': 1609945558000},{'$date': 1609945558000},{'$date': 1609859158000},200.0,{'$date': 1609945558000},{'$date': 1609945558000},{'$date': 1609945558000},150.0,10.00,FINISHED,{'$oid': '5ff5d1d60a7214ada10005f5'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d15aeb7c7d12096d91a2,1.0
114,{'$date': 1609945492000},{'$date': 1609945492000},{'$date': 1608822292000},5.0,{'$date': 1609945496000},{'$date': 1609945496000},{'$date': 1609945496000},5.0,1.00,FINISHED,{'$oid': '5ff5d1940a7214ada10005e9'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
115,{'$date': 1609945603000},{'$date': 1609945603000},{'$date': 1609945603000},25.0,{'$date': 1609945603000},{'$date': 1609945603000},{'$date': 1609945603000},25.0,9.99,FINISHED,{'$oid': '5ff5d2030a720f05230005df'},COMPLETE_NONPARTNER_RECEIPT,5ff5d15aeb7c7d12096d91a2,1.0
116,{'$date': 1609945505000},{'$date': 1609945505000},{'$date': 1609859105000},50.0,{'$date': 1609945506000},{'$date': 1609945506000},{'$date': 1609945506000},45.0,1.00,FINISHED,{'$oid': '5ff5d1a10a7214ada10005ee'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
117,{'$date': 1609945500000},{'$date': 1609945500000},{'$date': 1609859100000},750.0,{'$date': 1609945500000},{'$date': 1609945500000},{'$date': 1609945500000},750.0,1.00,FINISHED,{'$oid': '5ff5d19c0a7214ada10005eb'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d19b8f142f11dd188696,1.0
118,{'$date': 1609945547000},{'$date': 1609945547000},{'$date': 1609480800000},750.0,{'$date': 1609945548000},{'$date': 1609945548000},{'$date': 1609945548000},750.0,49.95,FINISHED,{'$oid': '5ff5d1cb0a7214ada10005f0'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff5d15aeb7c7d12096d91a2,5.0
119,{'$date': 1609945611000},{'$date': 1609945611000},{'$date': 1609945611000},5.0,{'$date': 1609945611000},{'$date': 1609945611000},{'$date': 1609945611000},5.0,9.99,FINISHED,{'$oid': '5ff5d20b0a720f05230005e2'},All-receipts receipt bonus,5ff5d15aeb7c7d12096d91a2,1.0
120,{'$date': 1610038245000},{'$date': 1610038245000},{'$date': 1609977600000},750.0,{'$date': 1610038245000},{'$date': 1610038245000},{'$date': 1610038250000},750.0,29.00,FINISHED,{'$oid': '5ff73be50a720f0523000608'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff73be5eb7c7d31ca8a45a7,6.0
121,{'$date': 1609866511000},{'$date': 1609866511000},{'$date': 1609848000000},3250.0,{'$date': 1610039315000},{'$date': 1610039315000},{'$date': 1610060917000},250.0,23.00,FINISHED,{'$oid': '5ff7946f0a720f052300063c'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff79464b3348b11c933738b,3.0
122,{'$date': 1610032785000},{'$date': 1610032785000},{'$date': 1609977600000},100.0,{'$date': 1610032785000},{'$date': 1610032785000},{'$date': 1610032790000},100.0,25.00,FINISHED,{'$oid': '5ff726910a720f05230005f1'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff7268eeb7c7d12096da2a9,4.0
123,{'$date': 1610052640000},{'$date': 1610052640000},{'$date': 1609977600000},0.0,{'$date': 1610052640000},,{'$date': 1610052640000},,6.18,FINISHED,{'$oid': '5ff774200a7214ada1000638'},,5ff7741e04929111f6e90902,2.0
124,{'$date': 1610043345000},{'$date': 1610043345000},{'$date': 1609956945000},5.0,{'$date': 1610043347000},{'$date': 1610043347000},{'$date': 1610043347000},5.0,1.00,FINISHED,{'$oid': '5ff74fd10a720f0523000619'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
125,{'$date': 1610038235000},{'$date': 1610038235000},{'$date': 1609372800000},25.0,{'$date': 1610038235000},{'$date': 1610038235000},{'$date': 1610038235000},25.0,10.00,FINISHED,{'$oid': '5ff73bdb0a720f0523000605'},COMPLETE_NONPARTNER_RECEIPT,5ff73b90eb7c7d31ca8a452b,1.0
126,{'$date': 1609866548000},{'$date': 1609866548000},{'$date': 1609848000000},4005.0,{'$date': 1610039351000},{'$date': 1610039351000},{'$date': 1610060953000},5.0,23.00,FINISHED,{'$oid': '5ff794940a720f0523000640'},All-receipts receipt bonus,5ff79464b3348b11c933738b,3.0
127,{'$date': 1609909602000},{'$date': 1609909602000},{'$date': 1609823202000},2005.0,{'$date': 1610017604000},{'$date': 1610017604000},{'$date': 1610039206000},5.0,1.00,FINISHED,{'$oid': '5ff794020a720f0523000635'},All-receipts receipt bonus,5ff7930fb3348b11c93372a6,1.0
128,{'$date': 1610038251000},{'$date': 1610038251000},{'$date': 1609977600000},300.0,{'$date': 1610038252000},{'$date': 1610038252000},{'$date': 1610038256000},300.0,22.00,FINISHED,{'$oid': '5ff73beb0a7214ada100061c'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff73bea8f142f3276c3e84a,4.0
129,{'$date': 1609974591000},{'$date': 1609974591000},{'$date': 1609888191000},25.0,,,{'$date': 1610039393000},25.0,1.00,FLAGGED,{'$oid': '5ff794bf0a7214ada1000650'},COMPLETE_NONPARTNER_RECEIPT,5ff7930fb3348b11c93372a6,1.0
130,{'$date': 1610043311000},{'$date': 1610043311000},{'$date': 1609956911000},841.2,{'$date': 1610043313000},{'$date': 1610043313000},{'$date': 1610043313000},750.0,18.20,FINISHED,{'$oid': '5ff74faf0a720f0523000613'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff74f3db3348b11c93361d1,4.0
131,{'$date': 1609866490000},{'$date': 1609866490000},{'$date': 1609848000000},5750.0,{'$date': 1610039294000},{'$date': 1610039294000},{'$date': 1610060896000},750.0,27.00,FINISHED,{'$oid': '5ff7945a0a7214ada1000646'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff79459b3348b11c933736d,4.0
132,{'$date': 1610043390000},{'$date': 1610043390000},{'$date': 1608768000000},5.0,{'$date': 1610043390000},{'$date': 1610043390000},{'$date': 1610043390000},5.0,49.95,FINISHED,{'$oid': '5ff74ffe0a720f0523000621'},All-receipts receipt bonus,5ff74f3db3348b11c93361d1,5.0
133,{'$date': 1610032761000},{'$date': 1610032761000},{'$date': 1609946361000},5.0,{'$date': 1610032767000},{'$date': 1610032762000},{'$date': 1610032767000},5.0,1.00,FINISHED,{'$oid': '5ff726790a7214ada1000602'},All-receipts receipt bonus,5ff7264e8f142f11dd189504,2.0
134,{'$date': 1610043397000},{'$date': 1610043397000},{'$date': 1610043397000},1800.0,{'$date': 1610043397000},{'$date': 1610043397000},{'$date': 1610043397000},750.0,10.00,FINISHED,{'$oid': '5ff750050a7214ada1000633'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff75004b3348b11c9336bd6,1.0
135,{'$date': 1610043387000},{'$date': 1610043387000},{'$date': 1609956987000},350.0,{'$date': 1610043388000},{'$date': 1610043388000},{'$date': 1610043388000},45.0,1.00,FINISHED,{'$oid': '5ff74ffb0a720f0523000620'},COMPLETE_PARTNER_RECEIPT,5ff74f3db3348b11c93361d1,1.0
136,{'$date': 1610043381000},{'$date': 1610043381000},{'$date': 1609956981000},5.0,{'$date': 1610043382000},{'$date': 1610043382000},{'$date': 1610043382000},5.0,1.00,FINISHED,{'$oid': '5ff74ff50a720f052300061e'},All-receipts receipt bonus,5ff74f3db3348b11c93361d1,1.0
137,{'$date': 1609866500000},{'$date': 1609866500000},{'$date': 1609848000000},3750.0,{'$date': 1610039306000},{'$date': 1610039306000},{'$date': 1610039306000},750.0,21.00,FINISHED,{'$oid': '5ff794640a720f052300063b'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff79464b3348b11c933738b,2.0
138,{'$date': 1610032769000},{'$date': 1610032769000},{'$date': 1609946369000},5.0,{'$date': 1610032775000},{'$date': 1610032770000},{'$date': 1610032775000},5.0,1.00,FINISHED,{'$oid': '5ff726810a720f05230005ea'},All-receipts receipt bonus,5ff7264e8f142f11dd189504,2.0
139,{'$date': 1610038241000},{'$date': 1610038241000},{'$date': 1612716641000},8700.0,,,{'$date': 1610038241000},,290.00,FLAGGED,{'$oid': '5ff73be10a7214ada1000619'},,5ff73b90eb7c7d31ca8a452b,10.0
140,{'$date': 1610038190000},{'$date': 1610038190000},{'$date': 1609951790000},150.0,{'$date': 1610038196000},{'$date': 1610038191000},{'$date': 1610038196000},150.0,1.00,FINISHED,{'$oid': '5ff73bae0a720f0523000600'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff73b90eb7c7d31ca8a452b,2.0
141,{'$date': 1610038249000},{'$date': 1610038249000},,,,,{'$date': 1610038249000},,0.00,FLAGGED,{'$oid': '5ff73be90a720f052300060a'},,5ff73be9eb7c7d31ca8a45bc,0.0
142,{'$date': 1610032730000},{'$date': 1610032730000},{'$date': 1609946330000},760.0,{'$date': 1610032731000},{'$date': 1610032731000},{'$date': 1610032735000},750.0,1.00,FINISHED,{'$oid': '5ff7265a0a7214ada10005fb'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff7264e8f142f11dd189504,1.0
143,{'$date': 1609888046000},{'$date': 1609888046000},{'$date': 1609801646000},2005.0,{'$date': 1610060856000},{'$date': 1609996049000},{'$date': 1610060856000},5.0,1.00,FINISHED,{'$oid': '5ff7942e0a720f0523000637'},All-receipts receipt bonus,5ff7930fb3348b11c93372a6,2.0
144,{'$date': 1609996096000},{'$date': 1609996096000},,,,,{'$date': 1610039297000},,0.00,FLAGGED,{'$oid': '5ff794600a7214ada1000647'},,5ff7946004929111f6e90ceb,0.0
145,{'$date': 1610032804000},{'$date': 1610032804000},{'$date': 1609946404000},810.0,,{'$date': 1610032805000},{'$date': 1610032805000},750.0,13.00,FLAGGED,{'$oid': '5ff726a40a720f05230005fa'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff726a38f142f11dd1895dc,5.0
146,{'$date': 1609888019000},{'$date': 1609888019000},{'$date': 1609801618000},2005.0,{'$date': 1610060828000},{'$date': 1609996022000},{'$date': 1610060828000},5.0,1.00,FINISHED,{'$oid': '5ff794130a7214ada1000640'},All-receipts receipt bonus,5ff7930fb3348b11c93372a6,2.0
147,{'$date': 1610032740000},{'$date': 1610032740000},{'$date': 1609891200000},250.0,{'$date': 1610033642000},{'$date': 1610032741000},{'$date': 1610033642000},250.0,50.00,FINISHED,{'$oid': '5ff726640a720f05230005e6'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff7264e8f142f11dd189504,5.0
148,{'$date': 1609607165000},{'$date': 1609607165000},{'$date': 1609520765000},780.0,,{'$date': 1609974376000},{'$date': 1610039177000},750.0,12.00,FLAGGED,{'$oid': '5ff793dd0a720f0523000633'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff793dd04929111f6e90c69,4.0
149,{'$date': 1610032774000},{'$date': 1610032774000},,,,,{'$date': 1610032774000},,,SUBMITTED,{'$oid': '5ff726860a720f05230005ec'},,5ff7264e8f142f11dd189504,
150,{'$date': 1610144334000},{'$date': 1610144334000},{'$date': 1610057934000},750.0,{'$date': 1610144335000},{'$date': 1610144335000},{'$date': 1610144340000},750.0,3.25,FINISHED,{'$oid': '5ff8da4e0a720f05c5000012'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff8da4e04929111f6e91462,1.0
151,{'$date': 1610118110000},{'$date': 1610118110000},{'$date': 1610064000000},500.0,{'$date': 1610118110000},{'$date': 1610118110000},{'$date': 1610118115000},500.0,23.00,FINISHED,{'$oid': '5ff873de0a720f0523000648'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff873ddb3348b11c9337733,4.0
152,{'$date': 1610118156000},{'$date': 1610118156000},{'$date': 1609459200000},25.0,{'$date': 1610118157000},{'$date': 1610118157000},{'$date': 1610118157000},25.0,10.00,FINISHED,{'$oid': '5ff8740c0a720f0523000659'},COMPLETE_NONPARTNER_RECEIPT,5ff873d1b3348b11c9337716,1.0
153,{'$date': 1610144332000},{'$date': 1610144332000},{'$date': 1610057932000},150.0,,{'$date': 1610144332000},{'$date': 1610144332000},150.0,1.00,FLAGGED,{'$oid': '5ff8da4c0a720f05c5000011'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff8da28b3348b11c9337ac6,1.0
154,{'$date': 1610144390000},{'$date': 1610144390000},{'$date': 1610057990000},5.0,{'$date': 1610144391000},{'$date': 1610144390000},{'$date': 1610144396000},5.0,11.00,FINISHED,{'$oid': '5ff8da860a720f05c5000022'},All-receipts receipt bonus,5ff8da28b3348b11c9337ac6,2.0
155,{'$date': 1610144380000},{'$date': 1610144380000},{'$date': 1610064000000},750.0,{'$date': 1610144380000},{'$date': 1610144380000},{'$date': 1610144385000},750.0,27.00,FINISHED,{'$oid': '5ff8da7c0a7214adca000020'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff8da7c04929111f6e914de,4.0
156,{'$date': 1610144357000},{'$date': 1610144357000},{'$date': 1610057957000},810.0,,{'$date': 1610144359000},{'$date': 1610144359000},750.0,13.00,FLAGGED,{'$oid': '5ff8da650a7214adca00001e'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5ff8da65b3348b11c9337b29,5.0
157,{'$date': 1610144340000},{'$date': 1610144340000},{'$date': 1610057940000},5.0,{'$date': 1610144345000},{'$date': 1610144340000},{'$date': 1610144345000},5.0,1.00,FINISHED,{'$oid': '5ff8da540a7214adca000017'},All-receipts receipt bonus,5ff8da28b3348b11c9337ac6,2.0
